"date","EventProcessedUtcTime","PartitionId","EventEnqueuedUtcTime","metadata_deviceType","metadata_studentId","metadata_uid","telemetry_temperature","telemetry_pressure","telemetry_humidity","telemetry_windSpeed","telemetry_windDirection","IoTHub_ConnectionDeviceId"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:28.1695673Z,1,2019-07-04T01:36:24.1380000Z,"WeatherStation","00434C67","3F053819061DBF6D",30.899999618530273,1014.015625,76.300003051757813,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:28.6082648Z,1,2019-07-04T01:36:29.4820000Z,"WeatherStation","00434C67","7C2ABFB5F7F1C066",30.899999618530273,1014.0546875,76.4000015258789,5.1999998092651367,270,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:28.6082648Z,1,2019-07-04T01:36:42.1750000Z,"WeatherStation","00434C67","737CB3E2FAB48ADB",31,1014.030517578125,76.5,5.1999998092651367,270,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:28.6082648Z,1,2019-07-04T01:36:47.4940000Z,"WeatherStation","00434C67","3F053819061DBF6D",30.899999618530273,1014.017822265625,76.699996948242188,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:28.6082648Z,1,2019-07-04T01:36:52.6510000Z,"WeatherStation","00434C67","3F053819061DBF6D",30.899999618530273,1014.01904296875,76.4000015258789,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:28.6082648Z,1,2019-07-04T01:36:58.0010000Z,"WeatherStation","00434C67","3F053819061DBF6D",30.899999618530273,1014.048828125,76.4000015258789,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:28.6082648Z,1,2019-07-04T01:37:03.3320000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.063720703125,76.5,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:28.6082648Z,1,2019-07-04T01:37:08.4700000Z,"WeatherStation","00434C67","3F053819061DBF6D",30.899999618530273,1014.052001953125,76.5999984741211,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:28.6082648Z,1,2019-07-04T01:37:13.8050000Z,"WeatherStation","00434C67","3F053819061DBF6D",30.899999618530273,1014.01953125,76.699996948242188,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:28.6082648Z,1,2019-07-04T01:37:19.1340000Z,"WeatherStation","00434C67","737CB3E2FAB48ADB",31,1013.981201171875,76.5999984741211,5.1999998092651367,270,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:28.6082648Z,1,2019-07-04T01:37:24.2750000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1013.997314453125,76.4000015258789,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:30.3675594Z,1,2019-07-04T01:37:29.6230000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.060791015625,76.5999984741211,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:34.8447969Z,1,2019-07-04T01:37:34.7830000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.039306640625,76.5999984741211,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:40.2078103Z,1,2019-07-04T01:37:40.1500000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.049072265625,76.5,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:48.8541609Z,1,2019-07-04T01:37:48.7310000Z,"WeatherStation","00434C67","737CB3E2FAB48ADB",31,1014.013427734375,76.5999984741211,5.1999998092651367,270,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:53.9184149Z,1,2019-07-04T01:37:53.8780000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.024658203125,76.5,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:37:59.0645673Z,1,2019-07-04T01:37:59.0060000Z,"WeatherStation","00434C67","737CB3E2FAB48ADB",31,1014.0771484375,76.4000015258789,5.1999998092651367,270,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:38:04.4277084Z,1,2019-07-04T01:38:04.3260000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1013.99267578125,76.4000015258789,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:38:09.7934757Z,1,2019-07-04T01:38:09.6630000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.0263671875,76.4000015258789,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:38:15.0452151Z,1,2019-07-04T01:38:14.9920000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.0263671875,76.300003051757813,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:38:20.1925782Z,1,2019-07-04T01:38:20.1070000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.025146484375,76.0999984741211,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:38:25.5668353Z,1,2019-07-04T01:38:25.4390000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.014404296875,76.300003051757813,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:38:30.7170426Z,1,2019-07-04T01:38:30.7050000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.06591796875,76.199996948242188,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:38:41.4416280Z,1,2019-07-04T01:38:41.3620000Z,"WeatherStation","00434C67","737CB3E2FAB48ADB",31,1014.0380859375,76.300003051757813,5.1999998092651367,270,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:38:46.8073207Z,1,2019-07-04T01:38:46.6900000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.0263671875,76.199996948242188,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:38:55.1244166Z,1,2019-07-04T01:38:55.0530000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.078125,76.300003051757813,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:39:00.4895472Z,1,2019-07-04T01:39:00.3930000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.022705078125,76.300003051757813,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:39:05.7416184Z,1,2019-07-04T01:39:05.6960000Z,"WeatherStation","00434C67","737CB3E2FAB48ADB",31,1014.0302734375,76.300003051757813,5.1999998092651367,270,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:39:10.8843675Z,1,2019-07-04T01:39:10.8390000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.0673828125,76.199996948242188,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:39:16.2520131Z,1,2019-07-04T01:39:16.1830000Z,"WeatherStation","00434C67","737CB3E2FAB48ADB",31,1014.055419921875,76.0999984741211,5.1999998092651367,270,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:39:21.3801975Z,1,2019-07-04T01:39:21.3010000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.051513671875,76.0999984741211,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:39:26.7433030Z,1,2019-07-04T01:39:26.6330000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.035400390625,76,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:39:31.8673133Z,1,2019-07-04T01:39:31.7590000Z,"WeatherStation","00434C67","737CB3E2FAB48ADB",31,1014.056884765625,76.300003051757813,5.1999998092651367,270,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:39:37.2165455Z,1,2019-07-04T01:39:37.1550000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.067138671875,76.0999984741211,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:39:42.3626721Z,1,2019-07-04T01:39:42.2960000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.051513671875,76,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:39:47.7268995Z,1,2019-07-04T01:39:47.6160000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.00390625,76.199996948242188,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:39:52.8586200Z,1,2019-07-04T01:39:52.7570000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.078857421875,76.199996948242188,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:40:05.3394463Z,1,2019-07-04T01:40:05.2030000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.0478515625,76.0999984741211,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:40:10.4505873Z,1,2019-07-04T01:40:10.3290000Z,"WeatherStation","00434C67","646A83FFE96F25B3",31,1014.05908203125,76,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:40:15.7081712Z,1,2019-07-04T01:40:15.6830000Z,"WeatherStation","00434C67","80DE80A1D5FDB3FF",31.100000381469727,1014.046630859375,75.800003051757813,5.1999998092651367,270,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:40:20.8507778Z,1,2019-07-04T01:40:20.8190000Z,"WeatherStation","00434C67","80DE80A1D5FDB3FF",31.100000381469727,1014.03759765625,75.5999984741211,5.1999998092651367,270,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:40:26.2158344Z,1,2019-07-04T01:40:26.1550000Z,"WeatherStation","00434C67","0FB6F565C941A481",31.100000381469727,1014.081787109375,75.5,5.1999998092651367,269,"CWF-MX-001"
2019-07-04T00:00:00.0000000,2019-07-04T01:40:31.3596481Z,1,2019-07-04T01:40:31.2830000Z,"WeatherStation","00434C67","80DE80A1D5FDB3FF",31.100000381469727,1014.03271484375,75.800003051757813,5.1999998092651367,270,"CWF-MX-001"
